01/01/2021,Genesis 1-3
01/02/2021,Genesis 4-7
01/03/2021,Genesis 8-10
01/04/2021,Genesis 11-14
01/05/2021,Genesis 15-17
01/06/2021,Genesis 18-21
01/07/2021,Genesis 22-24
01/08/2021,Genesis 25-28
01/09/2021,Genesis 29-31
01/10/2021,Genesis 32-35
01/11/2021,Genesis 36-38
01/12/2021,Genesis 39-42
01/13/2021,Genesis 43-45
01/14/2021,Genesis 46-49
01/15/2021,Genesis 50; Exodus 1-2
01/16/2021,Exodus 3-6
01/17/2021,Exodus 7-9
01/18/2021,Exodus 10-13
01/19/2021,Exodus 14-16
01/20/2021,Exodus 17-20
01/21/2021,Exodus 21-23
01/22/2021,Exodus 24-27
01/23/2021,Exodus 28-30
01/24/2021,Exodus 31-34
01/25/2021,Exodus 35-37
01/26/2021,Exodus 38-40; Leviticus 1
01/27/2021,Leviticus 2-4
01/28/2021,Leviticus 5-8
01/29/2021,Leviticus 9-11
01/30/2021,Leviticus 12-15
01/31/2021,Leviticus 16-18
02/01/2021,Leviticus 19-22
02/02/2021,Leviticus 23-25
02/03/2021,Leviticus 26-27; Numbers 1-2
02/04/2021,Numbers 3-5
02/05/2021,Numbers 6-9
02/06/2021,Numbers 10-12
02/07/2021,Numbers 13-16
02/08/2021,Numbers 17-19
02/09/2021,Numbers 20-23
02/10/2021,Numbers 24-26
02/11/2021,Numbers 27-30
02/12/2021,Numbers 31-33
02/13/2021,Numbers 34-36; Deuteronomy 1
02/14/2021,Deuteronomy 2-4
02/15/2021,Deuteronomy 5-8
02/16/2021,Deuteronomy 9-11
02/17/2021,Deuteronomy 12-15
02/18/2021,Deuteronomy 16-18
02/19/2021,Deuteronomy 19-22
02/20/2021,Deuteronomy 23-25
02/21/2021,Deuteronomy 26-29
02/22/2021,Deuteronomy 30-32
02/23/2021,Deuteronomy 33-34; Joshua 1-2
02/24/2021,Joshua 3-5
02/25/2021,Joshua 6-9
02/26/2021,Joshua 10-12
02/27/2021,Joshua 13-16
02/28/2021,Joshua 17-19
03/01/2021,Joshua 20-23
03/02/2021,Joshua 24; Judges 1-2
03/03/2021,Judges 3-6
03/04/2021,Judges 7-9
03/05/2021,Judges 10-13
03/06/2021,Judges 14-16
03/07/2021,Judges 17-20
03/08/2021,Judges 21; Ruth 1-2
03/09/2021,Ruth 3-4; 1 Samuel 1-2
03/10/2021,1 Samuel 3-5
03/11/2021,1 Samuel 6-9
03/12/2021,1 Samuel 10-12
03/13/2021,1 Samuel 13-16
03/14/2021,1 Samuel 17-19
03/15/2021,1 Samuel 20-23
03/16/2021,1 Samuel 24-26
03/17/2021,1 Samuel 27-30
03/18/2021,1 Samuel 31; 2 Samuel 1-2
03/19/2021,2 Samuel 3-6
03/20/2021,2 Samuel 7-9
03/21/2021,2 Samuel 10-13
03/22/2021,2 Samuel 14-16
03/23/2021,2 Samuel 17-20
03/24/2021,2 Samuel 21-23
03/25/2021,2 Samuel 24; 1 Kings 1-3
03/26/2021,1 Kings 4-6
03/27/2021,1 Kings 7-10
03/28/2021,1 Kings 11-13
03/29/2021,1 Kings 14-17
03/30/2021,1 Kings 18-20
03/31/2021,1 Kings 21-22; 2 Kings 1-2
04/01/2021,2 Kings 3-5
04/02/2021,2 Kings 6-9
04/03/2021,2 Kings 10-12
04/04/2021,2 Kings 13-16
04/05/2021,2 Kings 17-19
04/06/2021,2 Kings 20-23
04/07/2021,2 Kings 24-25; 1 Chronicles 1
04/08/2021,1 Chronicles 2-5
04/09/2021,1 Chronicles 6-8
04/10/2021,1 Chronicles 9-12
04/11/2021,1 Chronicles 13-15
04/12/2021,1 Chronicles 16-19
04/13/2021,1 Chronicles 20-22
04/14/2021,1 Chronicles 23-26
04/15/2021,1 Chronicles 27-29
04/16/2021,2 Chronicles 1-4
04/17/2021,2 Chronicles 5-7
04/18/2021,2 Chronicles 8-11
04/19/2021,2 Chronicles 12-14
04/20/2021,2 Chronicles 15-18
04/21/2021,2 Chronicles 19-21
04/22/2021,2 Chronicles 22-25
04/23/2021,2 Chronicles 26-28
04/24/2021,2 Chronicles 29-32
04/25/2021,2 Chronicles 33-35
04/26/2021,2 Chronicles 36; Ezra 1-3
04/27/2021,Ezra 4-6
04/28/2021,Ezra 7-10
04/29/2021,Nehemiah 1-3
04/30/2021,Nehemiah 4-7
05/01/2021,Nehemiah 8-10
05/02/2021,Nehemiah 11-13; Esther 1
05/03/2021,Esther 2-4
05/04/2021,Esther 5-8
05/05/2021,Esther 9-10; Job 1
05/06/2021,Job 2-5
05/07/2021,Job 6-8
05/08/2021,Job 9-12
05/09/2021,Job 13-15
05/10/2021,Job 16-19
05/11/2021,Job 20-22
05/12/2021,Job 23-26
05/13/2021,Job 27-29
05/14/2021,Job 30-33
05/15/2021,Job 34-36
05/16/2021,Job 37-40
05/17/2021,Job 41-42; Psalms 1
05/18/2021,Psalms 2-5
05/19/2021,Psalms 6-8
05/20/2021,Psalms 9-12
05/21/2021,Psalms 13-15
05/22/2021,Psalms 16-19
05/23/2021,Psalms 20-22
05/24/2021,Psalms 23-26
05/25/2021,Psalms 27-29
05/26/2021,Psalms 30-33
05/27/2021,Psalms 34-36
05/28/2021,Psalms 37-40
05/29/2021,Psalms 41-43
05/30/2021,Psalms 44-47
05/31/2021,Psalms 48-50
06/01/2021,Psalms 51-54
06/02/2021,Psalms 55-57
06/03/2021,Psalms 58-61
06/04/2021,Psalms 62-64
06/05/2021,Psalms 65-68
06/06/2021,Psalms 69-71
06/07/2021,Psalms 72-75
06/08/2021,Psalms 76-78
06/09/2021,Psalms 79-82
06/10/2021,Psalms 83-85
06/11/2021,Psalms 86-89
06/12/2021,Psalms 90-92
06/13/2021,Psalms 93-96
06/14/2021,Psalms 97-99
06/15/2021,Psalms 100-103
06/16/2021,Psalms 104-106
06/17/2021,Psalms 107-110
06/18/2021,Psalms 111-113
06/19/2021,Psalms 114-117
06/20/2021,Psalms 118-120
06/21/2021,Psalms 121-124
06/22/2021,Psalms 125-127
06/23/2021,Psalms 128-131
06/24/2021,Psalms 132-134
06/25/2021,Psalms 135-138
06/26/2021,Psalms 139-141
06/27/2021,Psalms 142-145
06/28/2021,Psalms 146-148
06/29/2021,Psalms 149-150; Proverbs 1-2
06/30/2021,Proverbs 3-5
07/01/2021,Proverbs 6-9
07/02/2021,Proverbs 10-12
07/03/2021,Proverbs 13-16
07/04/2021,Proverbs 17-19
07/05/2021,Proverbs 20-23
07/06/2021,Proverbs 24-26
07/07/2021,Proverbs 27-30
07/08/2021,Proverbs 31; Ecclesiastes 1-2
07/09/2021,Ecclesiastes 3-5
07/10/2021,Ecclesiastes 6-8
07/11/2021,Ecclesiastes 9-11
07/12/2021,Ecclesiastes 12; Song of Solomon 1-2
07/13/2021,Song of Solomon 3-5
07/14/2021,Song of Solomon 6-8
07/15/2021,Isaiah 1-3
07/16/2021,Isaiah 4-6
07/17/2021,Isaiah 7-9
07/18/2021,Isaiah 10-12
07/19/2021,Isaiah 13-15
07/20/2021,Isaiah 16-18
07/21/2021,Isaiah 19-21
07/22/2021,Isaiah 22-24
07/23/2021,Isaiah 25-27
07/24/2021,Isaiah 28-30
07/25/2021,Isaiah 31-33
07/26/2021,Isaiah 34-36
07/27/2021,Isaiah 37-39
07/28/2021,Isaiah 40-42
07/29/2021,Isaiah 43-45
07/30/2021,Isaiah 46-48
07/31/2021,Isaiah 49-51
08/01/2021,Isaiah 52-54
08/02/2021,Isaiah 55-57
08/03/2021,Isaiah 58-60
08/04/2021,Isaiah 61-63
08/05/2021,Isaiah 64-66
08/06/2021,Jeremiah 1-3
08/07/2021,Jeremiah 4-6
08/08/2021,Jeremiah 7-9
08/09/2021,Jeremiah 10-12
08/10/2021,Jeremiah 13-15
08/11/2021,Jeremiah 16-18
08/12/2021,Jeremiah 19-21
08/13/2021,Jeremiah 22-24
08/14/2021,Jeremiah 25-27
08/15/2021,Jeremiah 28-30
08/16/2021,Jeremiah 31-33
08/17/2021,Jeremiah 34-36
08/18/2021,Jeremiah 37-39
08/19/2021,Jeremiah 40-42
08/20/2021,Jeremiah 43-45
08/21/2021,Jeremiah 46-48
08/22/2021,Jeremiah 49-51
08/23/2021,Jeremiah 52; Lamentations 1-2
08/24/2021,Lamentations 3-5
08/25/2021,Ezekiel 1-3
08/26/2021,Ezekiel 4-6
08/27/2021,Ezekiel 7-9
08/28/2021,Ezekiel 10-12
08/29/2021,Ezekiel 13-15
08/30/2021,Ezekiel 16-18
08/31/2021,Ezekiel 19-21
09/01/2021,Ezekiel 22-24
09/02/2021,Ezekiel 25-27
09/03/2021,Ezekiel 28-30
09/04/2021,Ezekiel 31-33
09/05/2021,Ezekiel 34-36
09/06/2021,Ezekiel 37-39
09/07/2021,Ezekiel 40-42
09/08/2021,Ezekiel 43-45
09/09/2021,Ezekiel 46-48
09/10/2021,Daniel 1-3
09/11/2021,Daniel 4-6
09/12/2021,Daniel 7-9
09/13/2021,Daniel 10-12
09/14/2021,Hosea 1-3
09/15/2021,Hosea 4-6
09/16/2021,Hosea 7-9
09/17/2021,Hosea 10-12
09/18/2021,Hosea 13-14; Joel 1
09/19/2021,Joel 2-3; Amos 1
09/20/2021,Amos 2-4
09/21/2021,Amos 5-7
09/22/2021,Amos 8-9; Obadiah 1
09/23/2021,Jonah 1-3
09/24/2021,Jonah 4; Micah 1-2
09/25/2021,Micah 3-5
09/26/2021,Micah 6-7; Nahum 1
09/27/2021,Nahum 2-3; Habakkuk 1
09/28/2021,Habakkuk 2-3; Zephaniah 1
09/29/2021,Zephaniah 2-3; Haggai 1
09/30/2021,Haggai 2; Zechariah 1-2
10/01/2021,Zechariah 3-5
10/02/2021,Zechariah 6-8
10/03/2021,Zechariah 9-11
10/04/2021,Zechariah 12-14
10/05/2021,Malachi 1-3
10/06/2021,Malachi 4; Matthew 1-2
10/07/2021,Matthew 3-5
10/08/2021,Matthew 6-8
10/09/2021,Matthew 9-11
10/10/2021,Matthew 12-14
10/11/2021,Matthew 15-17
10/12/2021,Matthew 18-20
10/13/2021,Matthew 21-23
10/14/2021,Matthew 24-26
10/15/2021,Matthew 27-28; Mark 1
10/16/2021,Mark 2-4
10/17/2021,Mark 5-7
10/18/2021,Mark 8-10
10/19/2021,Mark 11-13
10/20/2021,Mark 14-16
10/21/2021,Luke 1-3
10/22/2021,Luke 4-6
10/23/2021,Luke 7-9
10/24/2021,Luke 10-12
10/25/2021,Luke 13-15
10/26/2021,Luke 16-18
10/27/2021,Luke 19-21
10/28/2021,Luke 22-24
10/29/2021,John 1-3
10/30/2021,John 4-6
10/31/2021,John 7-9
11/01/2021,John 10-12
11/02/2021,John 13-15
11/03/2021,John 16-18
11/04/2021,John 19-21
11/05/2021,Acts 1-3
11/06/2021,Acts 4-6
11/07/2021,Acts 7-9
11/08/2021,Acts 10-12
11/09/2021,Acts 13-15
11/10/2021,Acts 16-18
11/11/2021,Acts 19-21
11/12/2021,Acts 22-24
11/13/2021,Acts 25-27
11/14/2021,Acts 28; Romans 1-2
11/15/2021,Romans 3-5
11/16/2021,Romans 6-8
11/17/2021,Romans 9-11
11/18/2021,Romans 12-14
11/19/2021,Romans 15-16; 1 Corinthians 1
11/20/2021,1 Corinthians 2-4
11/21/2021,1 Corinthians 5-7
11/22/2021,1 Corinthians 8-10
11/23/2021,1 Corinthians 11-13
11/24/2021,1 Corinthians 14-16
11/25/2021,2 Corinthians 1-3
11/26/2021,2 Corinthians 4-6
11/27/2021,2 Corinthians 7-9
11/28/2021,2 Corinthians 10-12
11/29/2021,2 Corinthians 13; Galatians 1-2
11/30/2021,Galatians 3-5
12/01/2021,Galatians 6; Ephesians 1-2
12/02/2021,Ephesians 3-5
12/03/2021,Ephesians 6; Philippians 1-2
12/04/2021,Philippians 3-4; Colossians 1
12/05/2021,Colossians 2-4
12/06/2021,1 Thessalonians 1-3
12/07/2021,1 Thessalonians 4-5; 2 Thessalonians 1
12/08/2021,2 Thessalonians 2-3; 1 Timothy 1
12/09/2021,1 Timothy 2-4
12/10/2021,1 Timothy 5-6; 2 Timothy 1
12/11/2021,2 Timothy 2-4
12/12/2021,Titus 1-3
12/13/2021,Philemon 1; Hebrews 1-2
12/14/2021,Hebrews 3-5
12/15/2021,Hebrews 6-8
12/16/2021,Hebrews 9-11
12/17/2021,Hebrews 12-13; James 1
12/18/2021,James 2-4
12/19/2021,James 5; 1 Peter 1-2
12/20/2021,1 Peter 3-5
12/21/2021,2 Peter 1-3
12/22/2021,1 John 1-3
12/23/2021,1 John 4-5; 2 John 1
12/24/2021,3 John 1; Jude 1; Revelation 1
12/25/2021,Revelation 2-4
12/26/2021,Revelation 5-7
12/27/2021,Revelation 8-10
12/28/2021,Revelation 11-13
12/29/2021,Revelation 14-16
12/30/2021,Revelation 17-19
12/31/2021,Revelation 20-22
